LocId,LocName,Lon,Lat,OnStreet,City,ZipCode
42812,Nav Kongsvinger Arbeid,11997062,60190993,BRUGATA,"KONGSVINGER, KONGSVINGER",2212
42813,Reh. Blåkors Behandlingssenter,10655865,60542066,BLÅKORS,"EINA, VESTRE TOTEN",2843
42815,Øye Goksør Øyelege,11034968,59956562,DEPOTGATA,"LILLESTRØM, SKEDSMO",2000
42816,Kierulfs Dr Nevrologisk,10753606,59930970,CLAUS RIIS GATE,"OSLO, OSLO",457
42818,Tl Verpe Jostein Eidskog Tannklinikk,12121462,59985828,DR. LUNDERBYS VEG,"SKOTTERUD, EIDSKOG",2230
42819,Bu Elkjøp Stormarked Hamar,11050840,60797310,ASLAK BOLTS GATE,"HAMAR, HAMAR",2316
42821,Akt Sira-Huset Psy.dagsenter,11064506,60795836,GRØNNEGATA,"HAMAR, HAMAR",2317
42823,Bu Europris,12238407,61307328,0428/0/0/0,"TRYSIL, TRYSIL",2420
42825,Tl Jørn Bang Larsen,10939663,60881816,NYGATA,"BRUMUNDDAL, RINGSAKER",2380
42826,Tynset Nevrologiske Klinikk,10779877,62275731,PARKVEIEN,"TYNSET, TYNSET",2500
42827,Øre Helsetorget Øre Nese Hals Klinikk,11562689,60885787,TORGGATA,"ELVERUM, ELVERUM",2408
42828,Kir Memira,11078813,60793010,PARKGATA,"HAMAR, HAMAR",2317
42829,Bu Rema 1000 Flisa,12022382,60613497,INDUSTRIVEGEN,"FLISA, ÅSNES",2270
42830,Hår Elfrids Dame-og Herrefrisør,11681233,60252061,ØGARDSVEGEN,"SKARNES, Sør-Odal",2100
42831,Eskoleia As,12017010,60183941,LENSMANN JAHNSENS VEG,"KONGSVINGER, KONGSVINGER",2211
42832,Vikingskipet Hamar Olympiske Anlegg As,11101009,60793037,ÅKERSVIKVEGEN,"HAMAR, HAMAR",2321
42833,Bu Coop Nye Marked Magnor,12200816,59951173,GAUSTADVEGEN,"MAGNOR, EIDSKOG",2240
42834,Hår Salong Hilde,12122238,59983930,SYVERSBAKKEN,"SKOTTERUD, EIDSKOG",2230
42836,Seaside,11072499,60788852,BRYGGA,"HAMAR, HAMAR",2317
42837,Krk Vang Kirke,11134043,60802461,VANGSVEGEN,"RIDABU, HAMAR",2322
42838,Bu Spar Våler,11834818,60670842,Våler sentrum,NULL,2436
42839,Reh Friskvernklinikken,10434811,59827630,LENSMANNSLIA,"ASKER, ASKER",1386
42840,Off Ringsaker Kommune,10940883,60884982,NULL,"BRUMUNDDAL, RINGSAKER",2380
42841,Hår Magnolia Frisersalong,12122290,59985820,SKJØRBERGS VEG,"SKOTTERUD, EIDSKOG",2230
42842,Le Midtbyen Legesenter,11996257,60191891,BRUGATA,"KONGSVINGER, KONGSVINGER",2212
42843,Plo Bøn Sykehjem,11203089,60290539,BØNSBAKKEN,"BØN, EIDSVOLL",2073
42844,Off Stange Rådhus,11190873,60715801,STORGATA,"STANGE, STANGE",2335
42845,Bu Lidl Elverum,11545399,60872601,VESTSIVEGEN,"ELVERUM, ELVERUM",2411
42846,Bu Skeidar Hamar,11107590,60797330,MIDTSTRANDA,"HAMAR, HAMAR",2321
42847,Bu Ullern Gård,11592091,60227539,ULLERN,"SKARNES, SØR-ODAL",2100
42848,Fys Spenst,10677037,60798585,JØRGEN MOES GATE,"GJØVIK, GJØVIK",2819
42849,Bu Rema 1000 Moelv,10701321,60928717,STORGATA,"MOELV, RINGSAKER",2390
42850,Bu Coop Prix Alvdal,10632481,62108786,STEIA,"ALVDAL, ALVDAL",2560
42851,Hot Thon Hotel Gjøvik,10694160,60794430,STRANDGATA,"GJØVIK, GJØVIK",2815
42852,Color Line As,10710586,59906341,FILIPSTADVEIEN,"OSLO, OSLO",250
42853,Le Aleris Medisinske Senter Strømmen,11007331,59947286,STØPERIVEIEN,"STRØMMEN, SKEDSMO",2010
42854,Ba Sparebanken Hedmark Trysil,12264424,61314682,STORVEGEN,"TRYSIL, TRYSIL",2420
42855,Nav Nord -odal,11542538,60392339,SENTRUMSVEGEN,"SAGSTUA, NORD-ODAL",2120
42856,Bu Joker Tolga,10990938,62410950,0436/0/0/0,"TOLGA, TOLGA",2540
42857,Bu Kiwi Elverum,11560279,60883173,ELVARHEIMGATA,"ELVERUM, ELVERUM",2408
42858,Elgstua,11540618,60883217,TRONDHEIMSVEGEN,"ELVERUM, ELVERUM",2406
42859,Sks Stange Skysstasjon,11194618,60717957,JERNBANEGATA,"STANGE, Stange",2335
42860,Iskroa Storhamar Ishall,11036230,60801961,KORNSILOVEGEN,"HAMAR, HAMAR",2316
42861,Bu Vikasenteret Ottestad,11109788,60783440,VIKAVEGEN,"OTTESTAD, STANGE",2312
42862,Tl Eide Geir Oddvar Og Sisle V,11072737,60794109,TORGGATA,"HAMAR, HAMAR",2317
42863,Le Skedsmokorset Legesenter,11040138,60001191,FURUVEIEN,"SKEDSMOKORSET, SKEDSMO",2020
42864,Bu Coop Prix Åker Ridabu,11123529,60801178,TODDERUDVEGEN,"RIDABU, HAMAR",2322
42865,Eld Bjoneroa Eldresenter,10336214,60404954,0534/0/0/0,"BJONEROA, GRAN",3522
42866,Krk Brumunddal Kirke,10952785,60884523,KIRKEVEGEN,"BRUMUNDDAL, RINGSAKER",2380
42867,Krk Moelv Kirke,10724748,60902841,STORGATA,"MOELV, RINGSAKER",2390
42868,Krk Brøttum Kirke,10549926,61028218,MÆLUMSVEGEN,"BRØTTUM, RINGSAKER",2372
42869,Krk Åsmarka Kirke,10779130,61011812,ÅSMARKVEGEN,"ÅSMARKA, RINGSAKER",2365
42870,Krk Stavsjø Kirke,10840140,60805190,TINGNESVEGEN,"STAVSJØ, RINGSAKER",2353
42871,Krk Nes Kirke,10943110,60762180,BRYGGEVEGEN,"NES PÅ HEDMARK, RINGS...",2350
42872,Krk Helgøya Kirke,10958630,60744627,HELGØYVEGEN,"NES PÅ HEDMARK, RINGS...",2350
42873,Krk Mesnali Kirke,10692390,61102590,NORDMESSENVEGEN,"MESNALI, RINGSAKER",2610
42874,Krk Furnes Kirke,11021663,60841012,FRØBERGVEGEN,"FURNES, RINGSAKER",2320
42875,Krk Veldre Kirke,10890772,60917270,FLESAKERVEGEN,"BRUMUNDDAL, RINGSAKER",2380
42876,Bu Eljkøp Stormarked Elverum,11558680,60883977,LUNDGAARDVEGEN,"ELVERUM, ELVERUM",2408
42877,Hlp Fryatun,10048890,61550173,NULL,"FRYA,SØR-FRON",2647
42878,Plo Hovli Sykehjem,10346300,60701510,HOVLIVEGEN,"HOV, SØNDRE LAND",2860
42879,Hlp Lillo,10841615,60697422,0528/103/1/0,"LENA, ØSTRE TOTEN",2850
42880,Telegrafen,11997955,60191085,STORGATA,"KONGSVINGER, KONGSVINGER",2212
42882,"Hot Rica Hotel Hamar, Olrud",11067253,60829932,KÅRTORPVEGEN,"FURNES, RINGSAKER",2320
42884,Le Sjåk Helsesenter,8265450,61883512,NULL,SJÅK,2690
42885,Leg Nysethveien Legekontor,10609496,60726315,NYSETHVEGEN,"RAUFOSS, VESTRE TOTEN",2830
42886,Hår Zik Zak Frisør As,11123529,60801178,TODDERUDVEGEN,"RIDABU, HAMAR",2322
42888,Lille Gråberg,11560060,60885549,TORGGATA,"ELVERUM, ELVERUM",2408
42889,Bu Rimi Kirkenær,12058249,60456536,0423/0/0/0,"KIRKENÆR, GRUE",2260
42890,Op Ross & Sanne Synsam,11997716,60190738,STORGATA,"KONGSVINGER, Kongsvinger",2212
42891,Le Samfunnshuset Lege Jevnaker,10499890,60287920,KIRKEGT,"JEVNAKER, JEVNAKER",3520
42892,Fri Family Sports Club,11567286,60881968,DAMMENVEGEN,"ELVERUM, ELVERUM",2406
42893,Plo Enan Omsorgsenter,10324189,62561203,0437/195/3/0,"KVIKNE, TYNSET",2512
42894,Reh Nimi Ringerike,10387311,60100095,HELGELANDSMOEN,"HØNEFOSS, RINGERIKE",3512
42895,Kirkens Familievernkontor,9535803,61770765,STORGATA,"OTTA, SEL",2670
42896,Fri Stangehallen,11204242,60715075,LJØSTADVEGEN,"STANGE, STANGE",2335
42897,Hår Vik Dame Og Herrefrisørsalong V/Kri...,11199896,60845151,SLEMSRUDVEGEN,"VANG PÅ HEDMARK, HAMAR",2324
42898,Le Jøraandstad Ole Baard,10464271,61114615,KIRKEGATA,"LILLEHAMMER, LILLEHAMMER",2609
42899,Kin Løten Kino,11344130,60817370,KILDEVEGEN,"LØTEN, LØTEN",2340
42900,Le Sandvika Nevrosenter,10528181,59891059,SANDVIKSVEIEN,"SANDVIKA, BÆRUM",1337
42901,Bu Coop Prix Sagstua,11541600,60391980,HERREDSVEGEN,"SAGSTUA, NORD-ODAL",2120
42902,Tl Bjørnstad Tove,11680694,60253099,ØGARDSVEGEN,"SKARNES, SØR-ODAL",2100
42903,Fot Salong Topp Til Tå Gofoten,12203396,59949898,GRENSEVEGEN,"MAGNOR, EIDSKOG",2240
42904,Log Logopedtjenesten Elverum Kommune,11563281,60881498,STORGATA,"ELVERUM, ELVERUM",2406
42905,Plo Rusletun,10953060,60751830,HELGØYVEGEN,"NES PÅ HEDMARK, RINGS...",2350
42906,Psy Fosshaug Geir,10943345,60897831,BØRKEVEGEN,"BRUMUNDDAL, RINGSAKER",2380
42907,Bhg Furustua Barnehage,10041350,62129693,0439/88/3/0,"FOLLDAL, FOLLDAL",2580
42908,Sks Brumunddal Rutebilstasjon,10940313,60883957,NYGATA,"BRUMUNDDAL, Ringsaker",2380
42909,Enheten Ås,10827395,59656333,KROERVEIEN,"ÅS, ÅS",1430
42910,Krk Eidskog Kirke,12099099,60023748,0420/29/13/0,"MATRAND, EIDSKOG",2235
42911,Smo Kongsvinger Statlige Asylmottak,11978930,60200000,KRISTIAN WALBYS VEG,"KONGSVINGER, KONGSVINGER",2212
42912,Øyeoperasjoner,11076136,60794146,ØSTREGATE,"HAMAR, HAMAR",2317
42913,Mat Milepelen Vertshus Sagstua,11538690,60393353,KIRKEVEGEN,"SAGSTUA, NORD-ODAL",2120
42914,Bu Delikatassebaren  as,11561217,60882343,STORGATA,"ELVERUM, ELVERUM",2408
42915,Elverum Dyrehospital,11560596,60885024,TORGGATA,"ELVERUM, ELVERUM",2408
42916,Bu Europris Messehallen,12002950,60192080,MARKENSVEGEN,"KONGSVINGER, KONGSVINGER",2212
42917,Hår Sanz Frisør Hamar,11069678,60794756,STRANDGATA,"HAMAR, HAMAR",2317
42918,Tl Trysil Tannklinikk,12254440,61311170,VESTBYVEGEN,"TRYSIL, TRYSIL",2420
42919,Hot Koppangtunet Hotell,11050143,61571147,KJEMSJØVEIEN,"KOPPANG, STOR-ELVDAL",2480
42920,Akt Friske Fraspark As,11077550,60791890,TORGGATA,"HAMAR, HAMAR",2317
42921,Ba Tolga og Os Sparebank Avd. Tolga,10996454,62410051,0436/26/119/0,"TOLGA, TOLGA",2540
42922,Fys Vinden Fysikalske,10704821,59943011,SLEMDALSVEIEN,"OSLO, OSLO",373
42923,Fys Vinderen Fysik,10704821,59943011,SLEMDALSVEIEN,"OSLO, OSLO",373
42925,Prøysenhuset,10804665,60911914,PRÆSTVÆGEN,"RUDSHØGDA, RINGSAKER",2360
42926,Hot Quality Olavsgård Hotell,10999761,59979277,HVAMSTUBBEN,"SKJETTEN, SKEDSMO",2013
42927,Rus P22 Stiftelsen,10753390,59916568,OSTERHAUS` GATE,"OSLO, OSLO",183
42928,Norosol A/S,11742043,60250216,SLOMARKA INDUSTRIOMRÅDE,"SKARNES, SØR-ODAL",2100
42929,Plo Møllerhuset Bokollektiv,11543211,60393875,SENTRUMSVEGEN,"SAGSTUA, NORD-ODAL",2120
42930,Bhg Skjønsberg Barnehage,11079261,60801671,HERTZBERGS GATE,"HAMAR, HAMAR",2318
42931,Le Løken,11071677,60794060,STRANDGATA,"HAMAR, HAMAR",2317
42932,Bu Coop Prix Magnor,12203534,59952507,SVENDSRUDSVEGEN,"MAGNOR, EIDSKOG",2240
42933,Hlp Hunndalen Rv.33/Rv.4,10648772,60783841,MATTISRUDSVINGEN,"HUNNDALEN, GJØVIK",2827
42934,Hlp Bjørgo Krysset,9459843,60896560,BJØRGO,"AURDAL,NORD-AURDAL",2910
42936,Psy Andersen Borenstein Nili,10770244,62264227,TRONVEIEN,"TYNSET, TYNSET",2500
42937,Bu Rema 1000 Kurudsand,11989424,60189077,GLOMMENGATA,"KONGSVINGER, KONGSVINGER",2211
42938,Bu Europris Stange,11197272,60721574,ROMEDALSVEGEN,"STANGE, STANGE",2335
42939,Le Kommunelegene I Stor-Elvdal,11048477,61570605,STORGATA,"KOPPANG, STOR-ELVDAL",2480
42940,Sy Ahus-Nordbyhagen,10996757,59932446,SYKEHUSVEIEN,"NORDBYHAGEN, LØRENSKOG",1474
42941,Le Gynhamar,11076128,60793606,GRØNNEGATA,"HAMAR, HAMAR",2317
42942,Einarstun Feriesenter,11770184,61306533,NORDNESVEGEN,"OSEN, ÅMOT",2460
42943,Mat Mjøskroa Moelv,10710005,60913906,STORGATA,"MOELV, RINGSAKER",2390
42944,Trysil Helse Hud Og Spa,12264518,61312959,LØKJAVEGEN,"TRYSIL, TRYSIL",2420
42945,Mat Stallgården Restauranthus,11068934,60794977,TORGGATA,"HAMAR, HAMAR",2317
42946,Hlp Hønefoss Rutebilstasjon,10256549,60164641,STORGATA,"HØNEFOSS, RINGERIKE",3510
42947,Mat Cafe Fryd Og Gammen,11561310,60882370,STORGATA,"ELVERUM, ELVERUM",2408
42948,Off Elverum Politistasjon,11560540,60881980,ELVARHEIMGATA,"ELVERUM, ELVERUM",2408
42949,Bu Vinmonopolet Kongsvinger,12004655,60186475,GÅGATA,"KONGSVINGER, KONGSVINGER",2211
42950,Nordre Aasen Bo Og Habilitetsenter,10776798,59940186,KYRRE GREPPS GATE,"OSLO, OSLO",481
42951,Øie Merete Nevropsykolog,10459327,61112291,REICHWEINS GATE,"LILLEHAMMER, LILLEHAMMER",2609
42952,Sørbotten Gunnar Torstein,9758165,61592091,NEDREGATA,"VINSTRA, NORD-FRON",2640
42953,Le Langdalen,10264488,60170538,VESTERNGATA,"HØNEFOSS, RINGERIKE",3513
42956,Psy Hamar Psykoterapisenter,11070730,60795174,TORGGATA,"HAMAR, HAMAR",2317
42957,Le Parkvegen Legekontor,11995867,60195180,WINSNES GATE,"KONGSVINGER, KONGSVINGER",2212
42958,Arb Statoil Skarnes,11646913,60219744,OSLOVEGEN,"SKARNES, SØR-ODAL",2100
42959,Lokalavisa Sør-Østerdal,11561217,60882343,STORGATA,"ELVERUM, ELVERUM",2408
42960,Koigen Hamar,11027350,60799550,STRANDVEGEN,"HAMAR, HAMAR",2316
42961,Psy Buas Boliger For Barne- og Ungdomsp...,11667759,60256360,SYKEHUSVEGEN,"SKARNES, SØR-ODAL",2100
42962,Bu Vinmonopolet As Elverum,11561530,60883170,STORGATA,"ELVERUM, ELVERUM",2408
42963,Tobakkhuset As Kongsvinger,12001330,60187150,GLOMMENGATA,"KONGSVINGER, KONGSVINGER",2211
42965,Hedemarken Hestesenter,10885868,60896758,DÆLIVEGEN,"BRUMUNDDAL, RINGSAKER",2380
42967,Psy Senter For Psykiatri Og Sjelesorg,11070730,60795174,TORGGATA,"HAMAR, HAMAR",2317
42968,Le Volvat Medisinske Senter,11087750,60796350,VANGSVEGEN,"HAMAR, HAMAR",2318
42969,Log Askeladden Tove Tyseng,12012200,60608910,KAFFEGATA,"FLISA, ÅSNES",2270
42970,"Psy Risby Beh,senter",9774783,60833644,NULL,"DOKKA, NORDRE LAND",2870
42971,Bu Joker Svullrya,12391230,60424790,SVULLRYA,"GRUE FINNSKOG, GRUE",2256
42972,Hår Ab Frisør Løten,11374043,60874826,KØLVEGEN,"LØTEN, LØTEN",2340
42973,Sk Nord-Østerdal Videregående Skole,10771853,62270074,FEDRAHEIMVEIEN,"TYNSET, Tynset",2500
42974,Bu Spar Tangen,11260190,60617810,TANGEN,"TANGEN, STANGE",2337
42975,Le Gyn Hamar Heidi Hurlen Solbakken,11076128,60793606,GRØNNEGATA,"HAMAR, HAMAR",2317
42976,Plo Syningom Omsorgsenter,11712016,60384496,SYNINGOM,"AUSTVATN, NORD-ODAL",2134
42977,Tretten Idrettshall,10307610,61314250,ØVRE GATE,"TRETTEN, ØYER",2635
42978,Hågåsletta  barnehage,10444156,61246160,HÅGÅSLETTA BARNEHAGE,"ØYER, ØYER",2636
42979,Bu Clas Ohlson Hamar (maxi Storsenter),11046714,60798702,ASLAK BOLTS GATE,"HAMAR, HAMAR",2316
42980,Le Lorens Ek Hudlege,12008999,60195046,JONAS LIES GATE,"KONGSVINGER, Kongsvinger",2213
42981,Le Roa,0,0,NULL,NULL,NULL
42982,Sks Holtdalen,0,0,NULL,HOLTÅLEN,1644
42983,Arb Shell Moelv,10705208,60917951,NULL,"MOELV, RINGSAKER",2390
42984,Næringshagen I Nord-Østerdal As,10781215,62274855,AUMLIVEIEN,"TYNSET, TYNSET",2500
42985,Krk Storhamar Kirke,11046373,60803996,MÅSÅBEKKVEGEN,"HAMAR, HAMAR",2316
42986,Dps Haltdalen Holtålen,11325779,62934126,1644/0/0/0,"HALTDALEN, HOLTÅLEN",7383
42987,Fot Tynset Hud Og Fotterapiklinikk,10780105,62275707,PARKVEIEN,"TYNSET, TYNSET",2500
42988,Sanitetens Hus Skotterud,12121800,59982110,VESTMARKAVEGEN,"SKOTTERUD, EIDSKOG",2230
42989,Akt Skogstua Aktivitetsent./Dagsenter,11573547,60879810,SKOGVEGEN,"ELVERUM, ELVERUM",2409
42990,Hår Celeb Frisørsalong Sagstua,11543071,60391257,SENTRUMSVEGEN,"SAGSTUA, NORD-ODAL",2120
42991,Eeg Laboratoriet Klinisk Nevrofysiologi...,10709959,59930724,SØRKEDALSVEIEN,"OSLO, OSLO",369
42992,Mus Glomdalsmuseet,11554950,60875610,MUSEUMSVEGEN,"ELVERUM, ELVERUM",2406
42994,Le Nes Legesenter Årens,11477640,60119671,HAGASKOGVEGEN,"ÅRNES, NES",2150
42995,Dps Kongsvinger Poliklinikken,11993210,60195640,PARKVEGEN,"KONGSVINGER, KONGSVINGER",2212
42996,"Fri Folkets Hus, Hamar",11067609,60795280,TORGGATA,"HAMAR, HAMAR",2317
42997,Bu Rema 1000 Skarnes,11676150,60249210,SILOVEGEN,"SKARNES, SØR-ODAL",2100
42998,Taxi Trysil,12262820,61315750,STORVEGEN,"TRYSIL, TRYSIL",2420
42999,Le Østensen Arne Ivar,9824694,62192225,ÅTEIGEN,"DALHOLEN, FOLLDAL",2584
43000,Le Einar Skulstad,11843033,60673789,SAGERUDSGUTUA,"VÅLER I SOLØR, VÅLER",2436
43001,Bu Coop Prix Koppang,11051870,61570770,KJEMSJØVEIEN,"KOPPANG, STOR-ELVDAL",2480
43002,Fys Fysioterapisenteret Hønefoss,10249707,60145183,KARTVERKSVEIEN,"HØNEFOSS, RINGERIKE",3511
43003,Le Røros Legesenter,11378374,62577079,HENRIK GRØNNS VEI,"RØROS, RØROS",7374
43004,Fri Elverum Golf,11919513,60962227,STARMOEN,"SØRSKOGBYGDA, ELVERUM",2412
43005,Bu Iris Brudesalong,11072864,60793376,STRANDGATA,"HAMAR, HAMAR",2317
43006,Le Vatne Hans-Petter Oslo,10804947,59928031,ØKERNVEIEN,"OSLO, OSLO",580
43007,Tynset Kulturhus,10776744,62273990,TORVGATA,"TYNSET, TYNSET",2500
43008,Tannlegesenteret,10691455,60796046,HUNNSVEGEN,"GJØVIK, GJØVIK",2821
43009,Le Hudlegekontor Hamar  morten B Nielsen,11069818,60795264,TORGGATA,"HAMAR, HAMAR",2317
43010,Fot Unni'S Fotklinikk,10944060,60884660,FURNESVEGEN,"BRUMUNDDAL, RINGSAKER",2380
43011,Bu Specsavers,11561550,60883190,STORGATA,"ELVERUM, ELVERUM",2408
43012,Kin Elverum Kino,11558057,60885479,LÆRERSKOLEALLEEN,ELVERUM,2408
43014,Le Lillehammer Øyelegesenter,10463051,61116768,NYMOSVINGEN,"LILLEHAMMER, LILLEHAMMER",2609
43015,Mat Taverna Kongsvinger,11994167,60193434,BRUGATA,"KONGSVINGER, KONGSVINGER",2212
43016,Solbraut Sanitetsboliger,9551125,60823073,0540/31/52/0,"BAGN, SØR-AURDAL",2930
43017,Øyelege Berger,10740333,59916443,PILESTREDET,"OSLO, OSLO",164
43018,Fys Sentrum Fysioterapi,10253645,60163754,TELEGRAFALLEEN,"HØNEFOSS, RINGERIKE",3510
43019,Fys Move Fysioterapi,10255439,60169072,ARNEMANNSVEIEN,"HØNEFOSS, RINGERIKE",3510
43021,Fys Hønefoss Fysioterapi Senteret,10249707,60145183,KARTVERKSVEIEN,"HØNEFOSS, RINGERIKE",3511
43022,"Rena Leir, Østerdal Garnison",11382506,61146546,KILDE,"RENA, ÅMOT",2450
43023,Reh Røysumtunet Enhet For Epilepsi Reha...,10504575,60418425,NORDRE SKOGSKOLEV.,"BRANDBU, GRAN",2760
43024,Fys Otta Fysikalske,9533660,61771170,OLA DAHLS GATE,"OTTA, SEL",2670
43025,Le Activia Legesenter As,11564782,60880907,ST. OLAVS GATE,"ELVERUM, ELVERUM",2406
43026,Gudbrandsdals Krisesenter,10472170,61110710,ANDERS SANDVIGS GATE,"LILLEHAMMER, LILLEHAMMER",2609
43027,Gruetorget,12060904,60459034,JERNBANEVEGEN,"KIRKENÆR, GRUE",2260
43028,Nordblom Johan,10461006,61121430,STORGATA,"LILLEHAMMER, LILLEHAMMER",2615
43029,Le Colosseumklinikken Legeavdeling As,10709959,59930724,SØRKEDALSVEIEN,"OSLO, OSLO",369
43030,Mat Spisestuen Skotterud,12122153,59985734,SKJØRBERGS VEG,"SKOTTERUD, EIDSKOG",2230
43031,"Bu Kiwi (ysetgården, Elverum)",11560280,60883170,ELVARHEIMGATA,"ELVERUM, ELVERUM",2408
43032,Bu Mix,11122775,60801174,TODDERUDVEGEN,"RIDABU, HAMAR",2322
43033,Kir Memira As,10712208,59929548,FRIDTJOF NANSENS VEI,"OSLO, OSLO",369
43034,Smo Dovre Mottak,9130811,62081017,0511/0/0/0,"DOMBÅS, DOVRE",2660
43035,Spesialist Øyesykd.,8945878,60701825,FURUVEGEN,"GOL, GOL",3550
43036,Hlp Svingvold Søndre Land,10259212,60782634,FLUBERGVEGEN/RV.34,"FLUBERG,SØNDRE-LAND",2860
43037,Bu Jysk As Elverum,11562689,60885787,TORGGATA,"ELVERUM, ELVERUM",2408
43038,Bu Spar Roverud (Engers Mat),12058500,60252660,ROVERUDGATA,"ROVERUD, KONGSVINGER",2216
43039,Memira As,10712208,59929548,FRIDTJOF NANSENS VEI,"OSLO, OSLO",369
43040,Hår Kristin'S Salong Våler,11797603,60650074,GRØNNVOLLBYGGET,"VÅLER I SOLØR, VÅLER",2436
43041,Fys Åmot Fysioterapi Sjølie,11371432,61129326,J.R.WIBORGS GATE,"RENA, ÅMOT",2450
43042,Tl Tannhelsetjenesten Kongsvinger Tannk...,12018393,60173073,OTERVEGEN,"KONGSVINGER, KONGSVINGER",2211
43043,Ba Sparebanken Hedmark Flisa,12011720,60612700,KAFFEGATA,"FLISA, ÅSNES",2270
43044,Ba Sparebanken Hedmark Tynset,10775622,62275386,BRUGATA,"TYNSET, TYNSET",2500
43045,Bu Narvesen Hamar,11068536,60795370,TORGGATA,"HAMAR, HAMAR",2317
43046,Le Aktivia Legesenter,11564782,60880907,ST. OLAVS GATE,"ELVERUM, ELVERUM",2406
43047,Fot Mona'S Fot Og Aromaterapi Magnor,12203396,59949898,GRENSEVEGEN,"MAGNOR, EIDSKOG",2240
43048,Tn Tannlege Knut Klette,10731736,59913529,KLINGENBERGGATA,"OSLO, OSLO",161
43049,Pu Elvarhøi Bolig,11137196,60804844,ØVRE ELVERHØY,"RIDABU, HAMAR",2322
43050,Hår Lindmark Frisør,11073009,60793245,STRANDGATA,"HAMAR, HAMAR",2317
43051,Tn Tannlege Wangestad,10521574,59892408,LØKKETANGEN,"SANDVIKA, BÆRUM",1337
43052,Fly Værnes Trondheim Lufthavn,10920688,63453564,VÆRNES,"STJØRDAL, STJØRDAL",7500
43053,Le Mitrovic,10779877,62275731,PARKVEIEN,"TYNSET, TYNSET",2500
43054,Bu Europris Tynset,10780228,62276946,MEIERIGATA,"TYNSET, TYNSET",2500
43055,Vet Elverum Dyrehospital As,11560596,60885024,TORGGATA,"ELVERUM, ELVERUM",2408
43056,Bu Bunnpris Ridabu,11128760,60803100,TODDERUDVEGEN,"RIDABU, HAMAR",2322
43057,Mat Moelv Pizza Lai Thi Ho,10702264,60929808,ÅSMARKVEGEN,"MOELV, RINGSAKER",2390
43058,Alma-Senteret As Furnes,11045540,60843363,ØVERMARKA,"FURNES, Ringsaker",2320
43059,Bu Joker Hernes,11637797,60922544,0427/0/0/0,"HERNES, ELVERUM",2410
43060,Ringebu Helsesenter,10193057,61454270,TRIMVEGEN,"FÅVANG, RINGEBU",2634
43061,Bu Euronics (tynset Maskin Elektro As),10800138,62278360,PARKVEIEN,"TYNSET, TYNSET",2500
43062,Nav Eidskog,12121299,59986075,DR. LUNDERBYS VEG,"SKOTTERUD, EIDSKOG",2230
43063,Pedersenbygget,11562560,60882320,ST. OLAVS GATE,"ELVERUM, ELVERUM",2406
43064,Bu Spar Rena,11371547,61133014,TOLLEF KILDES GATE,"RENA, ÅMOT",2450
43065,Rema 1000,10775630,62278870,ELFENGVEIEN,"TYNSET, TYNSET",2500
43066,Bu Rema 1000 Tynset,10775630,62278870,ELFENGVEIEN,"TYNSET, TYNSET",2500
43067,Bu Rema 1000 Stange,11197272,60721574,ROMEDALSVEGEN,"STANGE, STANGE",2335
43068,Bu Spar Skotterud,12122290,59985820,SKJØRBERGS VEG,"SKOTTERUD, EIDSKOG",2230
43069,Bu Vinmonopolet Hamar,11089310,60796080,RINGGATA,"HAMAR, HAMAR",2318
43070,Krk Gardvik Kirke,11525442,60403981,0418/0/0/0,"SAGSTUA, NORD-ODAL",2120
43071,Bø Kommune,9066151,59412807,BØGATA,"BØ I TELEMARK, BØ",3800
43072,Bu Coop Prix Hamar,11089430,60798530,LARS HOLLOS GATE,"HAMAR, HAMAR",2318
43073,Mus Kirsten Flagstadmuseet Hamar,11068940,60795940,KIRKEGATA,"HAMAR, HAMAR",2317
43074,Hår Kvartalet Frisør,11561270,60882370,STORGATA,"ELVERUM, ELVERUM",2408
43075,Frelsesarmeen Kongsvinger,12003045,60185531,ENGENS GATE,"KONGSVINGER, KONGSVINGER",2208
43076,Fri Bowling1 Og Golf Elverum,11576895,60878331,KIRKEVEGEN,"ELVERUM, ELVERUM",2409
43077,Bu Støverud Mat Sagstua,11545938,60389911,KIRKEVEGEN,"SAGSTUA, NORD-ODAL",2120
43078,Hammerfest,0,0,RÅDHUSPLASSEN,HAMMERFEST,9600
43079,Akt Spenst Kongsvinger,12001960,60186960,GÅGATA,"KONGSVINGER, KONGSVINGER",2211
43080,Bu Rimi Børstad Hamar,11083548,60802120,RINGGATA,"HAMAR, HAMAR",2318
43081,Mat Alle Tiders Hamar,11069818,60795264,TORGGATA,"HAMAR, HAMAR",2317
43082,Bu Poulsson Elverum Garn Og Gardin,11561650,60882760,STORGATA,"ELVERUM, ELVERUM",2408
43083,Vet Brumunddal Dyreklinikk,10942886,60883882,FURNESVEGEN,"BRUMUNDDAL, RINGSAKER",2380
43084,Bu Expert Stormarked Kongsvinger,11972466,60204307,INDUSTRIVEGEN,"KONGSVINGER, KONGSVINGER",2212
43085,Mat Tunet As Elverum,11565493,60879784,GAMLE TRYSILVEG,"ELVERUM, ELVERUM",2406
43086,Bu Skeidar,12007540,60185960,JERNBANEGATA,"KONGSVINGER, KONGSVINGER",2211
43087,Vet Eidskog Dyreklinikk,12198630,59950090,MOKALENGA,"MAGNOR, EIDSKOG",2240
