LocId,LocName,Lon,Lat,OnStreet,City,ZipCode
33503,Dr.nordmark Per Tore,10461823,61120530,STORGATA,"LILLEHAMMER, LILLEHAMMER",2615
33505,Le Nybygget Legekontor,10403614,60238697,NULL,JEVNAKER,3520
33506,Le Nymosvingen 2,10462896,61116948,NULL,LILLEHAMMER,2600
33508,Och Hamar,11085208,60792145,ØSTREGATE,"HAMAR, HAMAR",2317
33509,Och Oslo,10883210,59934810,JERIKOVEIEN,"OSLO, Oslo",1067
33510,Och Oslo,10806070,59892490,RYENSVINGEN,"OSLO, Oslo",680
33511,Dr.olsen Birger A,10461375,61118735,TOMTEGATA,"LILLEHAMMER, LILLEHAMMER",2615
33512,Lsp Onkologisk Institutt,10743589,59930926,GEITMYRSVEIEN,OSLO,455
33513,Dr.oosterling Frode,10463051,61116768,NYMOSVINGEN,"LILLEHAMMER, LILLEHAMMER",2609
33514,Arb Oppland Skyssenter,10462279,61116319,KIRKEGATA,"LILLEHAMMER, LILLEHAMMER",2609
33515,Le Ortoped Leira,0,0,NULL,LEIRA I VALDRES,2920
33516,Le Oslo Ortopediske Universitesklinik,10758760,59916880,STORGATA,"OSLO, Oslo",182
33517,Rtg Oslo Røntgeninstitutt,10708340,59915120,FREDERIK STANGS GATE,"OSLO, Oslo",264
33518,Sks Oslo S,10750730,59910880,JERNBANETORGET,"OSLO, Oslo",154
33521,Le Otta Helsesenter,9534650,61772678,LYSBEHANDLING,OTTA,2670
33525,Psy Psykolog Kontoret I Moen,10564662,60417367,ROGNSTADVEGEN,"JAREN, GRAN",2770
33526,Fys Ringerike Fysioterapi,10267238,60177509,HØNENGATA,"HØNEFOSS, RINGERIKE",3515
33527,Plo Ringsaker Bo- og Akt.senter,10699111,60935093,STORGATA,"MOELV, RINGSAKER",2390
33529,Tl Bjørn Elling Gulsvik Hønefoss,10247896,60145981,KARTVERKSVEIEN,"HØNEFOSS, RINGERIKE",3511
33530,Sks Roa Stasjon,10617128,60284828,NULL,ROA,2740
33531,"Psy Roar Kvåle, Psykolog",8554170,61838414,NULL,"LOM, LOM",2686
33533,Rus Rusmiddelteamet,10680861,60802835,KYRRE GREPPS GATE,"GJØVIK, GJØVIK",2819
33534,"Le Ryen, Hamar",11077530,60791890,TORGGATA,"HAMAR, Hamar",2317
33535,Le Ryensvingen - Ortopedi Teknikk,10806070,59892490,RYENSVINGEN,"OSLO, Oslo",680
33536,Psy Sanderud Psyk Lege,11072040,60797210,SKOLEGATA,"HAMAR, Hamar",2317
33537,Dr.seierstad Tori G,10463051,61116768,NYMOSVINGEN,"LILLEHAMMER, LILLEHAMMER",2609
33541,Fys Slidre Fysioterapi,8979310,61143774,0543/38/3/0,"SLIDRE, VESTRE SLIDRE",2966
33542,Le Smerte- medisinsk Institutt As,10715975,59929508,VALKYRIEGATA,"OSLO, OSLO",366
33543,Lsp Spesialistsenteret,10690222,60794819,STORGATA,"GJØVIK, GJØVIK",2815
33544,Plo Stange Sykehjem,11181960,60719450,DR. THORSHAUGS VEG,"STANGE, STANGE",2335
33545,Kir Strømsheim Kiropraktor,10689239,60795831,BAKKEGATA,"GJØVIK, GJØVIK",2815
33546,Le Søndre Land Legekontor,10097926,60656007,NULL,"HOV, SØNDRE LAND",2860
33547,Plo Sørbyen Omsorgssenter,10680505,60773017,GIMLEVEGEN,"GJØVIK, GJØVIK",2817
33549,Dr.søvde Arne,10461823,61120530,STORGATA,"LILLEHAMMER, LILLEHAMMER",2615
33550,Le Øyelege Tamsfoss Sonja,10740550,59916310,PILESTREDET,"OSLO, Oslo",164
33552,Lsp Thomassen Øyelegespesialist,10749135,59911151,KARL JOHANS GATE,OSLO,154
33553,Fys Torpa Fysikalske,10122746,60944225,NULL,"AUST-TORPA, NORDRE LAND",2881
33554,Le Tretten Legekontor,10301117,61313551,NULL,TRETTEN,2635
33556,Universitetsklinikken,0,0,JØRGEN LØV,OSLO,10
33557,Le Valdres Distriktsmedisinske Senter,9242348,60986650,GARLIVEGEN,"FAGERNES, NORD-AURDAL",2900
33558,Rus Valdresklinikken,9228455,60986451,NULL,AURDAL,2910
33559,Lsp Varvin Hørespesialist,10690222,60794819,STORGATA,"GJØVIK, GJØVIK",2815
33561,Veiviseren As,0,0,POSTBOKS 505,HAUGESUND,5501
33563,Svø Vikersund Bad,10028369,59922095,NULL,"VIKERSUND, MODUM",3370
33564,Fys Vågåtrimmen Fysioterapi,9255813,61856761,NULL,"VÅGÅ, VÅGÅ",2680
33566,Le Øyelege Gundersen,10689239,60795831,BAKKEGATA,"GJØVIK, GJØVIK",2815
33567,Sy Sophies Minde Ortopedi As (oslo),10776241,59928682,TRONDHEIMSVEIEN,OSLO,570
33568,Sy Ullevål Sykehus,10732921,59937315,KIRKEVEIEN,"OSLO, OSLO",450
33569,Le Voksentoppen Astma/Allergi,10662720,59978030,ULLVEIEN,"OSLO, Oslo",791
33570,Kir Kiropraktorene På Bjølsen,10764890,59940100,BROCHMANNS GATE,"OSLO, Oslo",470
33571,Sy Norsk Idrettsmedisinsk Institutt Avd...,10732940,59948630,SOGNSVEIEN,"OSLO, Oslo",855
33572,Sy Diakonhjemmets Sykehus,10705875,59934593,DIAKONVEIEN,"OSLO, OSLO",370
33574,Lsp Norsk Lymfødemklinikk,10738310,59921590,STENSBERGGATA,"OSLO, Oslo",170
33575,Kir Sankthanshaugen Kiropraktiske,10741000,59924750,GEITMYRSVEIEN,"OSLO, Oslo",171
33576,Rtg Norsk Røntgeninstitutt,10821180,59903420,ØSTENSJØVEIEN,"OSLO, Oslo",667
33577,Lsp Rh Senter For Revmatologiske Sykdommer,10745283,59923736,AKERSBAKKEN,OSLO,172
33578,Lsp Hjertesenteret I Oslo,10735770,59920060,PILESTREDET,"OSLO, Oslo",166
33579,Kom Bredvedt Kompetansesenter,10858040,59945990,BREDTVETVEIEN,"OSLO, Oslo",950
33580,Le Coluseum Øyelegesenter,10709960,59930730,SØRKEDALSVEIEN,"OSLO, Oslo",369
33582,Le Oslo Øyelegesenter As,10709960,59930730,SØRKEDALSVEIEN,"OSLO, Oslo",369
33584,"Dnr, Det Norske Radiumhospital Oslo",10661192,59930718,ULLERNCHAUSSEEN,"OSLO, OSLO",310
33586,Le Hansson Synsenter,10750740,59915870,TORGGATA,"OSLO, Oslo",181
33587,Och Ortopediteknikk A/S,10519434,59892128,LØKKETANGEN,SANDVIKA,1337
33588,Le Kronprinsesse Marthas`s Institutt,10776091,59929275,JØRGEN LØVLANDS GATE,"OSLO, OSLO",569
33590,Hot Gaustad Hotell,10715690,59947940,SOGNSVANNSVEIEN,"OSLO, Oslo",27
33593,"Le Håkon Lie, Dr Med Rygg / Nakke",10649550,59941650,ASLAKVEIEN,"OSLO, Oslo",753
33594,"Rtg Sentrum Røntgen Oslo, Storgata 8",10749090,59913110,STORGATA,"OSLO, Oslo",155
33595,Lsp Colosseum Klinikken,10709960,59930730,SØRKEDALSVEIEN,"OSLO, Oslo",369
33597,Le Smerteterapi A/S V/ trond Stokke,10675980,59926400,HOFFSVEIEN,"OSLO, Oslo",275
33599,Sy Ringerike Sykehus,10253276,60147774,ARNE DYBSJORDSV.,"HØNEFOSS, RINGERIKE",3511
33600,Le Hudlege Hønefoss,10256880,60157098,OSLOVEIEN,"HØNEFOSS, RINGERIKE",3511
33601,Le Henriksen Jan M.,10263849,60170587,VESTERNGATA,"HØNEFOSS, RINGERIKE",3513
33602,Le Hønefoss Øyenlegesenter,10258189,60163153,SUNDGATA,"HØNEFOSS, RINGERIKE",3510
33603,Lsp Stang Ørnulf Spesialist I Øyesykdommer,10256923,60163310,SUNDGT.,HØNEFOSS,3500
33604,Reh Ødegården Opptreningssenter,9964629,59962540,BRUNESVEIEN,"VIKERSUND, MODUM",3370
33606,Le Lunner Legekontor,10606725,60293915,NULL,ROA,2740
33608,Plo Tretten Sjukeheim,10303991,61317197,NULL,"TRETTEN, ØYER",2635
33609,Le Nymosvingen Legesenter,10463051,61116768,NYMOSVINGEN,"LILLEHAMMER, LILLEHAMMER",2609
33610,Fys Dokka Fysikalske Institutt,10064829,60839640,LANDMOVEGEN,"DOKKA, NORDRE LAND",2870
33611,Fys Leirvik Fysikalske Institutt,10064829,60839640,LANDMOVEGEN,"DOKKA, NORDRE LAND",2870
33612,Hje Hjelpemiddelsentralen I Opplan,10703929,60771495,HELGERUDVEGEN,"GJØVIK, GJØVIK",2816
33613,Le Dokka Legestasjon,10065192,60839784,NULL,DOKKA,2870
33615,Le Torpa Helsehus,10122746,60944225,NULL,"AUST-TORPA, NORDRE LAND",2881
33616,Plo Korsvold Omsorgsboliger,10122746,60944225,NULL,"AUST-TORPA, NORDRE LAND",2881
33617,Plo Torpa Bo-Og Servicesenter,0,0,NULL,AUST-TORPA,2881
33618,Plo Etnedal Alders Og Sykeheim,9640370,60888307,NULL,ETNEDAL,2890
33619,Reh Tonsåsen Opptreningssenter,9626067,60855565,TONSÅSEN OPPTRENINGSENTER,ETNEDAL,2890
33620,Le Etnedal Legekontor,9640370,60888307,NULL,ETNEDAL,2890
33621,Plo Etnedalsheimen,9640320,60889160,NULL,ETNEDAL,2890
33622,Fys Hov Fysikalske Institutt,10290183,60694645,0536/0/0/0,"HOV, SØNDRE LAND",2860
33623,Plo Hovli Eldresenter,10346300,60701510,HOVLIVEGEN,"HOV, SØNDRE LAND",2860
33624,Plo Wolla Gård Rekonvalesenthjem,0,0,NULL,REINSVOLL,2840
33625,Le Odnes Legesenter,10215643,60806247,NULL,ODNES,2879
33626,Le Hov Legesenter,10350309,60698907,NULL,HOV,2860
33627,Reh Landaasen Opptreningssenter,10310261,60833426,LANDÅSBYGDA,"LANDÅSBYGDA, SØNDRE LAND",2861
33628,Plo Furulund Alders- og Sykehjem,10622365,60952029,BIRIVEGEN,"BIRI, GJØVIK",2836
33629,Arb Totenprodukter A/S,10696356,60777510,RAMBEKKVEGEN,"GJØVIK, GJØVIK",2816
33630,Fys Storgaten Fysioterapi Da,10687301,60794375,STORGATA,"GJØVIK, GJØVIK",2815
33631,Plo Vardal Alders- og Sykehjem,10657785,60799437,UTFARTEN,"GJØVIK, GJØVIK",2819
33632,Plo Snertingdal Aldershjem,10386202,60881828,SNERTINGDALSVEGEN,"SNERTINGDAL, GJØVIK",2838
33633,Plo Åslundmarka Bo Og Servicesenter,10634289,60787273,RÅDYRVEGEN,"HUNNDALEN, GJØVIK",2827
33634,Fys Hunndalen Fysikalske Institutt,10634289,60787272,RÅDYRVEGEN,"HUNNDALEN, GJØVIK",2827
33635,Le Åslundmarka Legesenter,10634289,60787272,RÅDYRVEGEN,"HUNNDALEN, GJØVIK",2827
33636,Sks Gjøvik Skysstasjon,10694315,60797217,JERNBANETORVET,"GJØVIK, GJØVIK",2821
33639,"Le Ree, Kristian Hudlege",10685056,60786048,KALLERUDVEGEN,"GJØVIK, GJØVIK",2815
33640,Le Sørbyen Legegruppe,10691810,60781095,VALDRESVEGEN,"GJØVIK, GJØVIK",2815
33641,Fam Mjøsvoll-Senter For Ungdomsvern,10645012,60802566,ØVERBYVEGEN,"GJØVIK, GJØVIK",2825
33642,Le Gjøvik Legesenter,10691455,60796046,SAHLSTRØMSPLASS,"GJØVIK, GJØVIK",2821
33643,"Le Evensen Trond Klinikk For Allergi, H...",10693901,60794955,STRANDGATA,"GJØVIK, GJØVIK",2815
33644,Plo Østre Toten Sykehjem,10819287,60688032,0528/167/4/0,"LENA, ØSTRE TOTEN",2850
33645,Le Lensbygda Legekontor,10844389,60697527,NULL,"LENA, ØSTRE TOTEN",2850
33646,Plo Fjellvold Bo-Og Servicesenter,10740361,60649979,NULL,KOLBU,2847
33648,Syp Mjøskirurgene,10690951,60799788,TORDENSKJOLDS GATE,"GJØVIK, GJØVIK",2821
33649,Bupo Gjøvik,10669718,60797189,MATHIAS TOPPS VEG,"GJØVIK, GJØVIK",2821
33651,Sk Førskolen For Hørselshemmede,10679205,60802695,VED/ OSSG,GJØVIK,2800
33652,Dps Gjøvik,10678231,60803920,LUDVIG SKATTUMS GATE,"GJØVIK, GJØVIK",2819
33654,Fys Lena Fysioterapi,10841615,60697422,0528/103/1/0,"LENA, ØSTRE TOTEN",2850
33655,Fys Skreia Fysioterapi,10937033,60652615,SKREIA,SKREIA,2848
33656,Le Skreia Legesenter,10927746,60652517,NULL,SKREIA,2848
33657,Plo Midtun Ferie- og Rekreasjonshjem,10859826,60713608,NULL,"KAPP, ØSTRE TOTEN",2849
33658,Fys Toten Treningssenter As Fysiot,10842361,60637738,NULL,"LENA, ØSTRE TOTEN",2851
33659,Le Kapp Legekontor,10861692,60714208,NULL,KAPP,2849
33660,Kir Skar Kiropraktorsenter,10703107,60783796,JOHAN BOJERS VEG,"GJØVIK, GJØVIK",2816
33661,Fys Fysioterapi Sørbyen,10691810,60781095,VALDRESVEGEN,"GJØVIK, GJØVIK",2815
33662,Le Horgmo Geir Ivar Øyelege,10689239,60795831,BAKKEGATA,"GJØVIK, GJØVIK",2815
33663,"Le Sønes, Sidsel Øye Spes.",10689239,60795831,BAKKEGATA,"GJØVIK, GJØVIK",2815
33664,Fys Kendels Fysikalske Instiutt,10689782,60796037,NEDRE TORVGATE,"GJØVIK, GJØVIK",2815
33665,Fys Oppdals Fysioterapi Og Manuell,10690951,60799788,TORDENSKJOLDS GATE,"GJØVIK, GJØVIK",2821
33666,Fys Gjøvik Fysikalske,10683433,60796867,SIGGERUDS GATE,"GJØVIK, GJØVIK",2821
33667,Fys Lundebys Fysikalske Institutt,10669720,60800983,MELLEMVEGEN,"GJØVIK, GJØVIK",2819
33668,Fam Kirkens Familievern Kontor,10687920,60794152,STORGATA,"GJØVIK, GJØVIK",2815
33669,"Dr.breder, Ole ""indremedisiner""",10687301,60794375,STORGATA,"GJØVIK, GJØVIK",2815
33670,Le Skattumgården Legegruppe,10687301,60794375,STORGATA,"GJØVIK, GJØVIK",2815
33671,Akt Gjøvik Miljøhestesenter,10666413,60797549,BASSENGPARKVEGEN,"GJØVIK, GJØVIK",2821
33672,Le Helse Og Idrettsklinikken A/S,10690951,60799788,TORDENSKJOLDS GATE,"GJØVIK, GJØVIK",2821
33673,Fys Sentrum Fysioterapi,10687987,60795566,ØVRE TORVGATE,"GJØVIK, GJØVIK",2815
33674,Lsp Gjøvik Spesialistsenter,10690222,60794819,STORGATA,"GJØVIK, GJØVIK",2815
33676,Fys Snertingdal Fysikalske,10266194,60994332,0502/0/0/0,"SNERTINGDAL, GJØVIK",2838
33677,Fys Fysioterapi & Osteopati Instit,10687301,60794375,STORGATA,"GJØVIK, GJØVIK",2815
33679,Fys Biri Fysikalske Institutt,10610981,60954814,NULL,BIRI,2836
33681,Fys Fysikalsk Medisin Rehab,10675421,60805097,FØLLINGSTADS VEG,"GJØVIK, GJØVIK",2819
33682,Reh Solås Rehabliteringssenter,10675421,60805097,FØLLINGSTADS VEG,"GJØVIK, GJØVIK",2819
33683,Plo Haugtun Sykehjem,10686851,60793074,STORGATA,"GJØVIK, GJØVIK",2821
33684,Fys Kai`s Fysioterapi Og Treningse,10616376,60724193,KORTERUDVEGEN,RAUFOSS,2830
33685,Le Raufoss Kommunelegekontor,10614957,60723842,SAGVEGEN,"RAUFOSS, VESTRE TOTEN",2830
33686,Plo Raufosstun Sykehjem,10616208,60725429,SEVERIN OLSENS VEG,"RAUFOSS, VESTRE TOTEN",2830
33687,Fys Sandnes Fysikalske Institutt,10614731,60725893,ØSTVOLLVEGEN,"RAUFOSS, VESTRE TOTEN",2830
33688,Fys Raufoss Fysioterapi,10614235,60727639,STORGATA,"RAUFOSS, VESTRE TOTEN",2830
33689,Le Eina Legekontor,10599983,60629696,MATHIAS BLILIES VEG,"EINA, VESTRE TOTEN",2843
33690,Plo Gimle Sykehjem,10677323,60666303,NULL,BØVERBRU,2846
33692,Sir  sykehuset Innlandet (reinsvoll),10642181,60684434,NULL,REINSVOLL,2840
33693,Le Nysethveien Legekontor Jørgensen Og ...,10609496,60726315,NYSETHVEGEN,"RAUFOSS, VESTRE TOTEN",2830
33694,Le Kolbu Legekontor,10744444,60650016,NULL,KOLBU,2847
33695,Reh Steffensrud Opptreningssenter,10704386,60682044,STEFFENSRUD,"BØVERBRU, VESTRE TOTEN",2846
33696,Le Lom Helsesenter,8549695,61838986,NULL,LOM,2686
33697,Plo Lom Helseheim,8556594,61838053,NULL,LOM,2686
33698,Psy Kvaale Roar Psykolog,0,0,NULL,LOM,2686
33699,Le Vinstra Legekontor,9763734,61598694,0516/0/0/0,"VINSTRA, NORD-FRON",2640
33700,Le Kvam Legekontor,9795891,61677105,NULL,"KVAM, NORD-FRON",2642
33701,Reh Sundheim Bo-Og Treningsenter,9734867,61601271,KYRKJEVEGEN,"VINSTRA, NORD-FRON",2640
33702,Le Skjåk Helsesenter,8265954,61882552,NULL,SKJÅK,2690
33704,Plo Skjåkheimen,8389282,61882296,0513/0/0/0,"SKJÅK, SKJÅK",2690
33705,Smo Lom Statlige Asylmotak,8559709,61834460,NULL,LOM,2686
33706,Fys Gausdal Fysioterapi,10142793,61197581,0522/0/0/0,"ØSTRE GAUSDAL, GAUSDAL",2651
33707,Le Follebu Legekontor,10288786,61215262,NULL,FOLLEBU,2656
33708,Plo Follebu Omsorgssenter,10275948,61217134,LEIKVOLLVEGEN,"FOLLEBU, GAUSDAL",2656
33709,Dr.joro Bent Espen,10463051,61116768,NYMOSVINGEN,"LILLEHAMMER, LILLEHAMMER",2609
33710,Lsp Granheim Lungesenter,10289403,61213066,FOLLEBU,"FOLLEBU, GAUSDAL",2656
33711,Akt Selsro Bo og Aktivitetssenter,9534777,61768096,IVER TAUGS GATE,"OTTA, SEL",2670
33712,"Le Holen, Paul Torbjørn  øyelege",9536533,61767725,OTTBRAGDGATA,"OTTA, SEL",2670
33713,Fam Kirkens Familierådgivning Otta,9535803,61770765,STORGATA,"OTTA, SEL",2670
33714,Sks Otta Stasjon,9541561,61774584,PB 6,OTTA,2675
33715,Le Helsesenter Otta,9534208,61772789,BOTTEN HANSENS GATE,"OTTA, SEL",2670
33717,Kir Risheim Kiropraktor Otta,9535928,61771130,STORGATA,"OTTA, SEL",2670
33718,Plo Sel Alders Og Sjukeheim,9554189,61732423,0517/200/51/0,"OTTA, SEL",2670
33719,Dps Bredebygden Psykiatriske Sente,9553652,61732347,0517/200/50/0,"OTTA, SEL",2670
33720,Sks Otta Skysstasjon,9535038,61771591,NULL,OTTA,2675
33721,Plo Vågåheimen Alders- og Sjukeheim,9095950,61876360,EDVARD STORMS VEG,"VÅGÅ, VÅGÅ",2680
33723,Fys Dombås Akupunktur & Fysioterapi,9131297,62074023,NULL,DOMBÅS,2660
33724,Sks Hjerkinn Stasjon,9549446,62222611,HJERKINN SKOLE,HJERKINN,2661
33725,Plo Fredheim Omsorgssenter,9247455,61986306,NULL,DOVRE,2662
33727,Le Lesja Legekontor,8862024,62118276,NULL,LESJA,2665
33728,Plo Lesja Sjukeheim,8855125,62118435,NULL,LESJA,2665
33731,Kom Lillehammer Voksenopplæring,10473706,61117908,FOSSVEGEN,"LILLEHAMMER, LILLEHAMMER",2609
33733,Plo Lillehammer Sykehjem,10439220,61136981,GUDBRANDSDALSVEGEN,"LILLEHAMMER, LILLEHAMMER",2619
33734,Plo Søre Ål Bo- og Servicesenter,10476448,61099538,HAMARVEGEN,"LILLEHAMMER, LILLEHAMMER",2613
33735,Plo Forsettunet,10138564,61201552,FLATAVEGEN,"VESTRE GAUSDAL, GAUSDAL",2653
33736,Le Vestre Gausdal Legekontor,10138564,61201552,FLATAVEGEN,"VESTRE GAUSDAL, GAUSDAL",2653
33737,Reh Skogli Helse Og Rehab,10482202,61100225,FREDRIK COLLETTS VEG,"LILLEHAMMER, LILLEHAMMER",2614
33739,Le Storgata Legekontor,10461823,61120530,STORGATA,"LILLEHAMMER, LILLEHAMMER",2615
33740,Le Toppen Legesenter (nymosvingen),10463051,61116768,NYMOSVINGEN,"LILLEHAMMER, LILLEHAMMER",2609
33741,"Lsp Simensen, Bjørn",10461794,61118408,TOMTEGATA,"LILLEHAMMER, LILLEHAMMER",2615
33742,Fys Lillehammer Fysikalske Institutt,10467145,61118938,LARS SKREFSRUDS GATE,"LILLEHAMMER, LILLEHAMMER",2615
33743,Dr.bergaust Bjørn,10463051,61116768,NYMOSVINGEN,"LILLEHAMMER, LILLEHAMMER",2609
33744,Le Øyelegesentret,10463051,61116768,NYMOSVINGEN,"LILLEHAMMER, LILLEHAMMER",2609
33745,Fys Bruvik Fysikalske Institutt,10449620,61113870,STRANDPROMENADEN,"LILLEHAMMER, LILLEHAMMER",2609
33746,Dr.jørandstad,10464271,61114615,KIRKEGATA,"LILLEHAMMER, LILLEHAMMER",2609
33747,"Dr.jøraandstad, Ole Baard  ønh",10464271,61114615,KIRKEGATA,"LILLEHAMMER, LILLEHAMMER",2609
33748,Fys Stortorget Fysioterapi,10464271,61114615,KIRKEGATA,"LILLEHAMMER, LILLEHAMMER",2609
33749,Fys Løkkegata Fysioterapi,10455534,61118367,LØKKEGATA,"LILLEHAMMER, LILLEHAMMER",2615
33751,Le Lillehammer Bedriftshelsetjeneste,10466624,61116870,ELVEGATA,"LILLEHAMMER, LILLEHAMMER",2609
33752,Och Lillehammer,10462610,61120224,STORGATA,"LILLEHAMMER, LILLEHAMMER",2615
33753,"Lsp Prytz Christian, Gynekolog",10461251,61120889,NORDRE GATE,"LILLEHAMMER, LILLEHAMMER",2615
33754,Le Søre Ål Legekontor,10473031,61107049,HAMARVEGEN,"LILLEHAMMER, LILLEHAMMER",2613
33755,"Le Dotterud, Lars Kåre. Hudlege",10463051,61116768,NYMOSVINGEN,"LILLEHAMMER, LILLEHAMMER",2609
33757,Sks Lillehammer Skysstasjon,10461508,61114567,JERNBANETORGET,"LILLEHAMMER, LILLEHAMMER",2609
33758,"Psy Kringsjåtunet, Ungdomspsykriat",10467003,61132881,GAMLE KRINGSJÅVEGEN,"LILLEHAMMER, LILLEHAMMER",2618
33759,Fys Søndre Gate Fysioterapi,10470609,61110727,SØNDRE GATE,"LILLEHAMMER, LILLEHAMMER",2609
33760,"Lsp Tandberg, Arild   Spes.kvinnes",10461823,61120530,STORGATA,"LILLEHAMMER, LILLEHAMMER",2615
33761,Kir Risheim Kiropraktor Lillehammer,10458847,61121447,FÅBERGGATA,"LILLEHAMMER, LILLEHAMMER",2615
33764,Reh Habiliteringstjenesten For Voksene,10473636,61112429,MAIHAUGV,"LILLEHAMMER, LILLEHAMMER",2609
33765,Le Øyer Legekontor,10415929,61262243,NULL,ØYER,2636
33766,Hlp Sølvskottberget Rekonvalesenthjem R...,10401669,61293153,NORDBYGDSVEGEN,"ØYER, Øyer",2636
33768,Sy Revmatisme Sykehuset As Lillehammer,10475984,61112256,MARGRETHE GRUNDTVIGS VEG,"LILLEHAMMER, LILLEHAMMER",2609
33769,Le Kommunelegene I Ringebu,10266046,61567853,NULL,"RINGEBU, RINGEBU",2630
33770,Le Ringebu Legesenter,10558699,61681438,NULL,"RINGEBU, RINGEBU",2630
33771,Fys Ringebu Fysikalske Institutt,10140992,61530999,OLE STEIGS GATE,"RINGEBU, RINGEBU",2630
33772,Fys Vålebru Fysikalske Institutt,10558699,61681438,NULL,"RINGEBU, RINGEBU",2630
33773,Psy Kløverhagen Psykiatriske Senter,10052981,61592355,NULL,"RINGEBU, RINGEBU",2630
33774,Fys Fåvang Fysikalske Institutt,10483609,61412280,0520/0/0/0,"FÅVANG, RINGEBU",2634
33775,Plo Ringebu Alders-Og Sjukeheim,10200758,61453076,LINÅKERVEGEN,"FÅVANG, RINGEBU",2634
33776,Sks Ringebu Skysstasjon,10138935,61529380,NULL,RINGEBU,2630
33778,Fam Fosterhjemstjenesten,10462279,61116319,KIRKEGATA,"LILLEHAMMER, LILLEHAMMER",2609
33781,Le Telje Jo  lege,9740685,61601388,NORDRE BYRE,"VINSTRA, NORD-FRON",2640
33782,Fys Vinstra Fysikalske,9744745,61599168,BYREVEGEN,"VINSTRA, NORD-FRON",2640
33783,Le Vågå Helsesenter,9095373,61874725,NULL,VÅGÅ,2680
33784,Sks Vinstra Skysstasjon,9747379,61595416,PEER GYNT ARRANGEMENT,VINSTRA,2640
33785,Sks Vinstra Stasjon,9747118,61595517,NULL,VINSTRA,2640
33786,Le Skåbu Legekontor,9417078,61569194,NULL,"SKÅBU, NORD-FRON",2643
33787,Reh Sofienberg Opptreningssenter,9948653,61554552,NULL,HUNDORP,2647
33788,Le Sør Fron Legesenter,9938335,61555953,NULL,SØR FRON,2647
33789,Plo Sørheim Alders- og Sykehjem,9940379,61554494,NULL,SØR-FRON,2647
33790,Fys Jevnaker Fysikalske Institutt,10385027,60241604,STORGATA,"JEVNAKER, JEVNAKER",3520
33791,Plo Søster Ninas Sykehjem,10488651,60275431,ØSTRE JEVNAKER,JEVNAKER,3520
33792,Plo/Reh Jevnaker Omsorgs-Og Rehab.,10374858,60242702,NULL,JEVNAKER,3520
33793,Le Roa Legefelleskap,10604521,60293186,SAMSVEIEN,ROA,2740
33794,Plo Lunner Omsorgsenter,10577212,60291451,NULL,LUNNER,2730
33795,Le Harestua Legesenter,10716315,60203210,NULL,HARESTUA,2743
33797,Plo Gran Sykehjem,10576710,60368804,SYKEHJEMSVEGEN,GRAN,2750
33798,Le Gran Helsesenter,10573908,60359734,NULL,GRAN,2750
33799,Le Gran Legesenter,10575858,60359267,NULL,GRAN,2750
33800,Utsikt Bokollektiv,10576395,60411994,EMSEVEGEN,"JAREN, GRAN",2770
33801,Sks Jaren Stasjon,10556317,60392194,NULL,JAREN,2770
33802,Le Jaren Legesenter,10560413,60392946,RÅDHUSVEGEN,"JAREN, GRAN",2770
33803,Fys Hadelands Fysioterapi,10510769,60408472,BRURBAKKVEGEN,"BRANDBU, GRAN",2760
33805,Sks Gran Stasjon,10570124,60359509,NULL,GRAN,2750
33806,Fys Antonsen Fysikalske,10574164,60359767,GRAN HELSESENTER,GRAN,2750
33808,Kir Hadeland Kiropraktiske Senter,10571109,60356103,GRANSTUNET,GRAN,2750
33809,Fys Psykomotorisk Fysioterapi,10571577,60357963,NULL,GRAN,2750
33810,Sks Brandbu Skyssterminal,10506519,60420151,NULL,BRANDBU,2760
33811,Plo Marka Alders-Og Sjukehjem,10505876,60412039,MARKAVEGEN,"BRANDBU, GRAN",2760
33812,Reh Røysumtunet Habiliteringssenter,10528080,60391019,NULL,JAREN,2770
33813,Plo Marka Dagsenter,10505432,60412278,NULL,BRANDBU,2760
33814,Plo Fagertun Sykehjem,10543245,60394743,JARENSTRANDA,JAREN,2770
33816,Plo Øystre Slidre Sjukeheim,9076370,61146656,HEGGENES,"HEGGENES, ØYSTRE SLIDRE",2940
33817,Le Komunelege 1,8955781,61117752,NULL,"SLIDRE, VESTRE SLIDRE",2966
33818,Le Vestre Slidre Legesenter,8981585,61088938,NULL,SLIDRE,2966
33819,Plo Vestre Slidre Sjukeheim,8980759,61089989,NULL,SLIDRE,2966
33820,Le Begnadalen Legekontor,9781483,60647472,NULL,BEGNADALEN,2936
33821,Le Bagn Legesenter,9548988,60824252,NULL,BAGN,2930
33822,Plo Søraurdalsheimen,9548713,60824271,NULL,BAGN,2930
33825,Le Hedalen Legesenter,0,0,NULL,HEDALEN,3528
33826,Reh Hedalsheimen,9743089,60606590,NULL,HEDALEN,3528
33827,Le Heggenes Legekontor,9070689,61143567,NULL,HEGGENES,2940
33830,Plo Aurdalsheimen,9403314,60930482,NULL,AURDAL,2910
33831,Sks Fagernes Skysstasjon,9243477,60984950,PB 99,FAGERNES,2901
33832,Le Fagernes Legekontor,9174007,61049262,GARLIVEGEN,"FAGERNES, NORD-AURDAL",2900
33833,Kir Fagernes Kiropraktorsenter,9231023,60986965,SKRAUTVÅLSVEGEN,"FAGERNES, NORD-AURDAL",2900
